,Dialogue,score,sentiment
1967,"Look, Joe, here's the thing.
",0.0,0.0
1968,"Monica and I have decided
",0.0,0.0
1969,"to live together, here.
",0.13636363636363635,0.5
1970,"I'm gonna be moving out, man.
",0.0,0.0
1971,"I'm really happy for you guys.
",0.8,1.0
1972,"Congratulations. See you later.
",0.0,0.0
1973,"Are you okay?
",0.5,0.5
1974,"I gotta go. I've got an acting job.
",0.0,0.0
1975,"Like you'd believe that.
",0.0,0.0
1976,"This sucks!
",-0.375,0.3
1977,"I'll be across the hall.
",0.0,0.0
1978,"And I promise you. . .
",0.0,0.0
1979,". . .the minute Monica and I break up,
",0.0,0.0
1980,"I'm moving right back in.
",0.14285714285714285,0.26785714285714285
1981,"If you're gonna move in with him. . .
",0.0,0.0
1982,". . .I feel it is my responsibility
",0.0,0.0
1983,"to tell you the truth about him.
",0.0,0.0
1984,"He's a terrible roommate. Terrible.
",-1.0,1.0
1985,"He forgets to. . . .
",0.0,0.0
1986,"He always, he always. . . .
",0.0,0.0
1987,"Who am I kidding?
",0.0,0.0
1988,"He's the best roommate!
",1.0,0.3
1989,"Hey, Pheebs.
",0.0,0.0
1990,"Have you seen Rachel?
",0.0,0.0
1991,"-No, why?
",0.0,0.0
1992,"-I have some exciting news.
",0.3,0.8
1993,"You're pregnant.
",0.3333333333333333,0.5
1994,"No!
",0.0,0.0
1995,"Chandler and I are moving in together.
",0.0,0.0
1996,"Oh, that's good!
",0.875,0.6000000000000001
1997,"But if you were pregnant,
",0.3333333333333333,0.5
1998,"what would you name it? Hint, Phoebe.
",0.0,0.0
1999,"What's up?
",0.0,0.0
2000,"Chandler and I are moving in together.
",0.0,0.0
2001,"Oh, my God.
",0.0,0.0
2002,"Oh, my little sister
",-0.1875,0.5
2003,"and my best friend. . .
",1.0,0.3
2004,". . .shacking up.
",0.0,0.0
2005,"That's great. That's great.
",0.8,0.75
2006,"Guys, I'm happy too.
",0.8,1.0
2007,"Okay, come here.
",0.5,0.5
2008,"Big day, huh? People moving in.
",0.0,0.1
2009,"People getting annulled.
",0.0,0.0
2010,"I gotta go find Rachel.
",0.0,0.0
2011,"If you see her, give her some really
",0.2,0.2
2012,"bad news, so mine doesn't seem so bad.
",-0.6999999999999998,0.6666666666666666
2013,"Something bad to tell Rachel.
",-0.6999999999999998,0.6666666666666666
2014,"Bad news for Rachel.
",-0.6999999999999998,0.6666666666666666
2015,"What could that be?
",0.0,0.0
2016,"Can you just lay off, please?
",0.0,0.0
2017,"My life is an embarrassment. I should
",0.0,0.0
2018,"just go live under somebody's stairs.
",0.13636363636363635,0.5
2019,"It's not that big a deal.
",0.0,0.1
2020,"You'll have been divorced three times.
",0.0,0.0
2021,"You'll have a life, you'll date--
",0.0,0.0
2022,"No, I won't. I'll be at the bottom
",0.0,0.0
2023,"of the dating barrel now.
",0.0,0.0
2024,"The only guys below me
",0.0,1.0
2025,"will be Four-Divorce Guy. . .
",0.0,0.0
2026,". . .Murderer Guy. . .
",0.0,0.0
2027,". . .and geologists.
",0.0,0.0
2028,"Ross, you're being ridiculous.
",-0.3333333333333333,1.0
2029,"You are cute and smart and sweet.
",0.3547619047619048,0.7642857142857142
2030,"That is much more important
",0.45,0.75
2031,"than three stupid divorces.
",-0.7999999999999999,1.0
2032,"Have you dated anyone
",0.0,0.0
2033,"who's been divorced three times?
",0.0,0.0
2034,"That's not fair. Most guys that have
",0.07500000000000001,0.7
2035,"been divorced three times are 60.
",0.0,0.0
2036,"Nobody cares about this except you.
",0.0,0.0
2037,"This embarrassment thing is
",0.0,0.0
2038,"all in your head.
",0.0,0.0
2039,"-Here, I'll show you. Come here.
",0.0,0.0
2040,"-What?
",0.0,0.0
2041,"Hi. My friend Ross is about to be
",0.0,0.0
2042,"divorced for the third time.
",0.0,0.0
2043,"But wouldn't you date him?
",0.0,0.0
2044,"And if you wait right here,
",0.2857142857142857,0.5357142857142857
2045,"I'll go get Ross.
",0.0,0.0
2046,"Thought you were Rachel.
",0.0,0.0
2047,"What gave me away?
",0.0,0.0
2048,"I gotta tell her.
",0.0,0.0
2049,"I told Ross and Phoebe.
",0.0,0.0
2050,"She's the only one left.
",0.0,0.5
2051,"It's official.
",0.0,0.0
2052,"We're moving in together.
",0.0,0.0
2053,"No turning back.
",0.0,0.0
2054,"Are you scared? Are you?!
",0.0,0.0
2055,"No.
",0.0,0.0
2056,"That was my scariest voice.
",0.0,0.0
2057,"You're brave.
",0.8,1.0
2058,"The worst day.
",-1.0,1.0
2059,"You're finally making progress at work,
",0.0,1.0
2060,"then your boss calls you Racquel.
",0.0,0.0
2061,"Listen, for the first four years
",0.25,0.3333333333333333
2062,"of my work, everybody called me. . . .
",0.0,0.0
2063,"-Seriously.
",-0.3333333333333333,0.6666666666666666
2064,"-I believe you.
",0.0,0.0
2065,"It was in the middle of a meeting,
",0.0,0.0
2066,"so no one wants to correct her.
",0.2,0.1
2067,"So everyone's calling me Racquel.
",0.0,0.0
2068,"By the end of the day, the mailroom
",0.0,0.0
2069,"guys were calling me Rocky.
",0.0,0.0
2070,"Well, I still think you're
",0.0,0.0
2071,"very, very nice and very pretty.
",0.5525,1.0
2072,"What?
",0.0,0.0
2073,"All yours, babe.
",0.0,0.0
2074,"Have a seat.
",0.0,0.0
2075,"Listen, Chandler and l. . .
",0.0,0.0
2076,". . .are going to live together.
",0.13636363636363635,0.5
2077,"Here.
",0.0,0.0
2078,"Oh, my God.
",0.0,0.0
2079,"That's so great!
",1.0,0.75
2080,"I'm so happy for you guys!
",1.0,1.0
2081,"Really?
",0.2,0.2
2082,"And that was so sweet of you to ask.
",0.35,0.65
2083,"The three of us are gonna have
",0.0,0.0
2084,"such a good time living together!
",0.4375,0.55
2085,"Yes, we are.
",0.0,0.0
2086,"Chandler, you'll have to watch
",0.0,0.0
2087,"those long showers you take. . .
",-0.05,0.4
2088,". . .because you know
",0.0,0.0
2089,"Racquel can't be late.
",-0.3,0.6
2090,"He'll work on that.
",0.0,0.0
2091,"This is so exciting!
",0.375,0.8
2092,"Come and knock on our door
",0.0,0.0
2093,"We'll be waiting for you
",0.0,0.0
2094,"See? Once you know the stories,
",0.0,0.0
2095,"it's not that bad.
",-0.6999999999999998,0.6666666666666666
2096,"First marriage: Wife's hidden
",0.04166666666666667,0.3333333333333333
2097,"sexuality. Not my fault.
",0.0,0.0
2098,"Second marriage:
",0.0,0.0
2099,"Said the wrong name at the altar.
",-0.5,0.9
2100,"A little my fault.
",-0.1875,0.5
2101,"Third marriage: They shouldn't
",0.0,0.0
2102,"let you get married. . .
",0.25,0.25
2103,". . .when you're drunk
",-0.5,1.0
2104,"and have writing on your face.
",0.0,0.0
2105,"Nevada's fault.
",0.0,0.0
2106,"So what do you think, ladies?
",0.0,0.0
2107,"Who wouldn't want to date him?
",0.0,0.0
2108,"The divorces don't bother me.
",0.0,0.0
2109,"I'd date him.
",0.0,0.0
2110,"But not while he's still married.
",0.25,0.25
2111,"And you, wouldn't you want to date?
",0.0,0.0
2112,"I'm not dating at all anymore.
",0.0,0.0
2113,"I was only dating guys
",0.0,1.0
2114,"that were bad for me.
",-0.6999999999999998,0.6666666666666666
2115,"So I decided that--
",0.0,0.0
2116,"Good. Good. Whatever.
",0.7,0.6000000000000001
2117,"And you, Meg?
",0.0,0.0
2118,"Well, I don't care about
",0.0,0.0
2119,"the divorces, either.
",0.0,0.0
2120,"But I wouldn't date him.
",0.0,0.0
2121,"It's just that he's obviously
",0.0,0.5
2122,"still in love with this Rachel girl.
",0.5,0.6
2123,"What?
",0.0,0.0
2124,"She said, ""He's obviously still
",0.0,0.5
2125,"in love with this Rachel girl. ""
",0.5,0.6
2126,"This is crazy. I mean, yes,
",-0.45625,0.79375
2127,"Rachel is my good friend.
",0.7,0.6000000000000001
2128,"And I have loved her in the past. . .
",0.22499999999999998,0.525
2129,". . .but now, she is just my wife.
",0.0,0.0
2130,"Phoebe, will you help me out here?
",0.0,0.0
2131,"Well, I thought you loved her
",0.7,0.8
2132,"when you married her.
",0.25,0.25
2133,"We were drunk! I would've married
",-0.1875,0.625
2134,"Joey with that amount of alcohol.
",0.0,0.0
2135,"You could do a lot worse
",-0.4,0.6
2136,"than Joey Tribbiani!
",0.0,0.0
2137,"I'm sorry, but you guys are wrong.
",-0.5,0.95
2138,"I just don't want
",0.0,0.0
2139,"to be divorced three times.
",0.0,0.0
2140,"Now he's using
",0.0,0.0
2141,"this three-divorces reason. . .
",0.0,0.0
2142,". . .because he wants to stay married
",0.225,0.175
2143,"to her because he loves her.
",0.0,0.0
2144,"I must say, well done. Bravo, Meg.
",0.0,0.0
2145,"Fine. If this is what you think,
",0.4166666666666667,0.5
2146,"forget about. . .
",0.0,0.0
2147,". . .the whole three-divorce thing.
",0.2,0.4
2148,"I'll go to my lawyer's office right now
",0.2857142857142857,0.5357142857142857
2149,"and get this marriage annulled.
",0.0,0.0
2150,"She means nothing to me.
",0.0,0.0
2151,"Nothing!
",0.0,0.0
2152,"Okay, now I wouldn't date you
",0.5,0.5
2153,"because you seem a little creepy.
",-0.34375,0.75
2154,"I am so attracted to him right now.
",0.2857142857142857,0.5357142857142857
2155,"When will we tell Rachel
",0.0,0.0
2156,"what actually will happen?
",0.0,0.1
2157,"Soon.
",0.0,0.0
2158,"I just couldn't before.
",0.0,0.0
2159,"You saw how upset Joey got.
",0.0,0.0
2160,"I couldn't do it.
",0.0,0.0
2161,"She's my best friend.
",1.0,0.3
2162,"Joey's my best friend.
",1.0,0.3
2163,"I'm not your best friend?
",1.0,0.3
2164,"You just said--!
",0.0,0.0
2165,"Of course, you're my best friend.
",1.0,0.3
2166,"Would you tell Rachel?
",0.0,0.0
2167,"All right. At least I'm prepared.
",-0.007142857142857145,0.46785714285714286
2168,"Oh, yes.
",0.0,0.0
2169,"-They're not for you. Are you upset?
",0.0,0.0
2170,"-I am now.
",0.0,0.0
2171,"Hey, roomie.
",0.0,0.0
2172,"Okay, bye.
",0.5,0.5
2173,"There's something important
",0.4,1.0
2174,"I have to tell you.
",0.0,0.0
2175,"Are you pregnant?
",0.3333333333333333,0.5
2176,"No, but I'm throwing this shirt away.
",0.0,0.0
2177,"I think there was a little
",-0.1875,0.5
2178,"misunderstanding before.
",0.0,0.0
2179,"When I said that Chandler and I
",0.0,0.0
2180,"wanted to live together. . .
",0.13636363636363635,0.5
2181,". . .we meant alone together.
",0.0,0.0
2182,"Oh, my God. That's funny.
",0.25,1.0
2183,"I can't believe I did that.
",0.0,0.0
2184,"No, sweetie. You know what?
",0.0,0.0
2185,"This is my fault.
",0.0,0.0
2186,"I wasn't clear.
",0.10000000000000002,0.3833333333333333
2187,"I'm really sorry.
",-0.5,1.0
2188,"Listen, you take as much time
",0.2,0.2
2189,"as you need to move out, okay?
",0.5,0.5
2190,"There's absolutely no rush.
",-0.1,0.9
2191,"Okay.
",0.5,0.5
2192,"Don't you want a cookie?
",0.0,0.0
2193,"Sure.
",0.5,0.8888888888888888
2194,"Thanks.
",0.2,0.2
2195,"Do you need a tissue?
",0.0,0.0
2196,"-Where did you get these?
",0.0,0.0
2197,"-I made them.
",0.0,0.0
2198,"Oh, God, they're so yummy!
",0.0,0.0
2199,"It's gonna be weird when I come home
",-0.5,1.0
2200,"and you're not here.
",0.0,0.0
2201,"No more Joey and Chan's.
",-0.25,0.5
2202,"No more J and C's.
",-0.25,0.5
2203,"Want to go to Joey and Chandler's?
",0.0,0.0
2204,"Can't. It's not there.
",0.0,0.0
2205,"I'll be across the hall.
",0.0,0.0
2206,"We can still do all the same stuff.
",0.0,0.125
2207,"We won't be able to have
",0.5,0.625
2208,"those long talks at night. . .
",-0.05,0.4
2209,". . .about our feelings and the future.
",0.0,0.125
2210,"Not once did we do that.
",0.0,0.0
2211,"I told Rachel that it's just
",0.0,0.0
2212,"gonna be the two of us.
",0.0,0.0
2213,"Oh, yeah? Well, how'd she take it?
",0.0,0.0
2214,"Really well.
",0.2,0.2
2215,"Surprisingly well.
",0.7,0.5
2216,"She didn't cry.
",0.0,0.0
2217,"She wasn't angry or sad.
",-0.5,1.0
2218,"And you're upset because you
",0.0,0.0
2219,"didn't make your best friend cry?
",1.0,0.3
2220,"All I'm asking for is
",0.0,0.0
2221,"a little emotion.
",-0.1875,0.5
2222,"Is that too much to ask
",0.2,0.2
2223,"after six years?
",0.0,0.0
2224,"What, are Rachel and I
",0.0,0.0
2225,"not as close as you guys?
",0.0,0.0
2226,"I mean, did we not have as much fun?
",-0.0062500000000000056,0.44375
2227,"Don't I deserve a few tears?
",-0.2,0.1
2228,"When we told Joey,
",0.0,0.0
2229,"he cried his eyes out.
",0.0,0.0
2230,"I did not cry my eyes out!
",0.0,0.0
2231,"Come on, it's like the end of an era.
",0.0,0.0
2232,"No more J-Man and Channy's!
",-0.3125,0.5
2233,"Okay, I gotta ask, who calls us that?
",0.5,0.5
2234,"You got married again?
",0.25,0.25
2235,"Yes.
",0.0,0.0
2236,"So that's your second marriage
",0.0,0.0
2237,"in two years?
",0.0,0.0
2238,"Yes. Second in two years.
",0.0,0.0
2239,"Third, overall.
",0.0,0.0
2240,"I have been a divorce attorney
",0.0,0.0
2241,"for 23 years. . .
",0.0,0.0
2242,". . .and never have I had
",0.0,0.0
2243,"so much business from one client.
",0.2,0.2
2244,"Why don't you tell me what happened?
",0.0,0.0
2245,"Basically, Rachel and I were
",0.0,0.0
2246,"in Vegas, and we got drunk.
",-0.5,1.0
2247,"I'm sorry, is this the same Rachel
",-0.25,0.5625
2248,"whose name you said. . .
",0.0,0.0
2249,". . .at the altar
",0.0,0.0
2250,"in the second marriage?
",0.0,0.0
2251,"Yes, yes, yes.
",0.0,0.0
2252,"But I do not love her.
",-0.25,0.6
2253,"That's better then.
",0.5,0.5
2254,"This was just a drunken mistake,
",0.0,0.0
2255,"and I need to get it annulled.
",0.0,0.0
2256,"I see.
",0.0,0.0
2257,"Have you considered therapy?
",0.0,0.0
2258,"I think just the annulment for today.
",0.0,0.0
2259,"-There are some forms to fill out.
",0.0,0.0
2260,"-Easy.
",0.43333333333333335,0.8333333333333334
2261,"We'll need witnesses who can testify
",0.0,0.0
2262,"that you were not of sound mind.
",0.4,0.4
2263,"No problem.
",0.0,0.0
2264,"We'll need you and Rachel
",0.0,0.0
2265,"to testify before a judge.
",0.0,0.0
2266,"There's no way to do this without her?
",0.0,0.0
2267,"Because I kind of already told her
",0.6,0.9
2268,"it was taken care of.
",0.0,0.0
2269,"Of course you did.
",0.0,0.0
2270,"Look, you can't get an annulment
",0.0,0.0
2271,"unless you and Rachel are both there.
",0.0,0.0
2272,"What about someone
",0.0,0.0
2273,"who looks like Rachel?
",0.0,0.0
2274,"I will think about the therapy.
",0.0,0.0
2275,"So I was thinking that maybe we
",0.0,0.0
2276,"should start dividing up our stuff.
",0.0,0.0
2277,"Okay.
",0.5,0.5
2278,"No point in dragging it out.
",0.0,0.0
2279,"Dragging out the long process
",-0.05,0.4
2280,"of you moving out. . .
",0.0,0.0
2281,". . .and us not living together anymore.
",0.0,0.0
2282,"What about this? Who gets this?
",0.0,0.0
2283,"I don't know if I want it because
",0.0,0.0
2284,"it might be too many memories.
",0.5,0.5
2285,"-What is that?
",0.0,0.0
2286,"-I don't know.
",0.0,0.0
2287,"How about this?
",0.0,0.0
2288,"I want you to have the big plate.
",0.0,0.1
2289,"Wow, Monica, thanks.
",0.15000000000000002,0.6
2290,"I love this plate.
",0.5,0.6
2291,"Something to remember me by.
",0.0,0.0
2292,"Mon, you're not dying.
",0.0,0.0
2293,"I'm just moving out.
",0.0,0.0
2294,"We're gonna see each other
",-0.125,0.375
2295,"all the time.
",0.0,0.0
2296,"But still, it's a big change.
",0.0,0.1
2297,"The end of an era, you might say.
",0.0,0.0
2298,"Are you okay? You're not blinking.
",0.5,0.5
2299,"I'm fine. I was thinking about
",0.4166666666666667,0.5
2300,"how it's an end of an era.
",0.0,0.0
2301,"Oh, all right.
",0.2857142857142857,0.5357142857142857
2302,"But I gotta say, I don't think
",0.0,0.0
2303,"six years counts as an era.
",0.0,0.0
2304,"An era is defined as
",0.0,0.0
2305,"a significant period of time.
",0.375,0.875
2306,"It was significant for me.
",0.375,0.875
2307,"Maybe it wasn't significant to you!
",0.46875,0.875
2308,"-What is the matter with you?
",0.0,0.0
2309,"-What is the matter with you?!
",0.0,0.0
2310,"Why aren't you more upset?
",0.5,0.5
2311,"Aren't you gonna be sad
",-0.5,1.0
2312,"that we're not living together?
",0.0,0.0
2313,"Aren't you gonna miss me at all?
",0.0,0.0
2314,"Monica, all right.
",0.2857142857142857,0.5357142857142857
2315,"But don't get mad at me.
",-0.625,1.0
2316,"It's just a little hard to believe.
",-0.23958333333333334,0.5208333333333333
2317,"What's hard to believe?
",-0.2916666666666667,0.5416666666666666
2318,"I mean, it's you guys.
",-0.3125,0.6875
2319,"You do this kind of stuff, you know?
",0.6,0.9
2320,"You were gonna get married in Vegas,
",0.25,0.25
2321,"and then you backed out.
",0.0,0.0
2322,"I'm not upset because I don't see you
",0.0,0.0
2323,"going through with it. I'm sorry.
",-0.5,1.0
2324,"It's going to happen.
",0.0,0.0
2325,"Chandler will move in here.
",0.0,0.0
2326,"-But l--
",0.0,0.0
2327,"-I know, just let me finish, okay?
",0.5,0.5
2328,"This isn't something that we just
",0.0,0.0
2329,"impulsively decided to do in Vegas.
",0.0,0.0
2330,"This is something
",0.0,0.0
2331,"that we both really want.
",0.2,0.2
2332,"And it is going to happen.
",0.0,0.0
2333,"It is?
",0.0,0.0
2334,"Really?
",0.2,0.2
2335,"Yeah, sweetie.
",0.0,0.0
2336,"You mean, we're not gonna
",-0.3125,0.6875
2337,"live together anymore?
",0.13636363636363635,0.5
2338,"Oh, my God.
",0.0,0.0
2339,"I'm gonna miss you so much.
",0.2,0.2
2340,"I'm gonna miss you.
",0.0,0.0
2341,"I mean, it's the end of an era!
",-0.390625,0.6875
2342,"I know!
",0.0,0.0
2343,"-Okay, bye.
",0.5,0.5
2344,"-Oh, no.
",0.0,0.0
2345,"So did you get the annulment?
",0.0,0.0
2346,"I couldn't.
",0.0,0.0
2347,"I knew it. Because you love Rachel.
",0.5,0.6
2348,"It's not that.
",0.0,0.0
2349,"Annulments are more complicated--
",0.0,0.75
2350,"Complicated because of the love.
",0.0,0.8
2351,"I do not love Rachel.
",-0.25,0.6
2352,"I'm telling her
",0.0,0.0
2353,"about the whole thing. . .
",0.2,0.4
2354,". . .so we can get this marriage
",0.0,0.0
2355,"annulled as fast as possible.
",0.1,0.8
2356,"Would I do that if I loved her?
",0.7,0.8
2357,"I've never been more convinced
",0.5,0.5
2358,"of your love for her.
",0.5,0.6
2359,"I do not have feelings
",0.0,0.0
2360,"for Rachel, okay?
",0.5,0.5
2361,"Oh, what's wrong?
",-0.5,0.9
2362,"Monica and Chandler are
",0.0,0.0
2363,"moving in here. . .
",0.0,0.0
2364,". . .and I have to move out
",0.0,0.0
2365,"and everything is changing.
",0.0,0.0
2366,"Oh, my God, come here, come here.
",0.0,0.0
2367,"It's okay.
",0.5,0.5
2368,"Everything's gonna be okay.
",0.5,0.5
2369,"Thank you.
",0.0,0.0
2370,"Of course.
",0.0,0.0
2371,"So Ross and Rachel got married.
",0.25,0.25
2372,"Monica and Chandler
",0.0,0.0
2373,"almost got married.
",0.25,0.25
2374,"You think we should hook up?
",0.0,0.0
2375,"Oh, we do.
",0.0,0.0
2376,"But not just yet.
",0.0,0.0
2377,"Really? Well, when?
",0.2,0.2
2378,"Well, first Chandler and Monica
",0.25,0.3333333333333333
2379,"will get married. . .
",0.25,0.25
2380,". . .and be filthy rich, by the way.
",-0.21250000000000002,0.875
2381,"But it won't work out.
",0.0,0.0
2382,"I know.
",0.0,0.0
2383,"Then I'll marry Chandler
",0.0,0.0
2384,"for the money.
",0.0,0.0
2385,"And you'll marry Rachel
",0.0,0.0
2386,"and have the beautiful kids.
",0.85,1.0
2387,"Great.
",0.8,0.75
2388,"But then we ditch them
",0.0,0.0
2389,"and we get married.
",0.25,0.25
2390,"We'll have Chandler's money
",0.0,0.0
2391,"and Rachel's kids.
",0.0,0.0
2392,"Getting custody will be easy
",0.43333333333333335,0.8333333333333334
2393,"because of Rachel's drinking problem.
",0.0,0.0
2394,"What about Ross?
",0.0,0.0
2395,"I don't want to go
",0.0,0.0
2396,"into the whole thing.
",0.2,0.4
2397,"But we have words and I kill him.
",0.0,0.0
2398,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
",0.0,0.0
2399,"Check it out, this is unbelievable!
",-0.3125,1.0
2400,"Joey's been holding his breath
",0.0,0.0
2401,"for almost four minutes.
",0.0,0.0
2402,"You trying to kill me?
",0.0,0.0
2403,"I want to ask you something.
",0.0,0.0
2404,"Since I'm moving out,
",0.0,0.0
2405,"and you're so beautiful. . .
",0.85,1.0
2406,". . .how about I move in with you?
",0.0,0.0
2407,"That would be great,
",0.8,0.75
2408,"but what do we do about Denise?
",0.0,0.0
2409,"-Who's Denise?
",0.0,0.0
2410,"-My roommate.
",0.0,0.0
2411,"Your roommate?
",0.0,0.0
2412,"Yes, Denise. Denise!
",0.0,0.0
2413,"What is with the secrecy, Phoebe?
",0.0,0.0
2414,"What about Denise? She cute?
",0.5,1.0
2415,"How can you have a roommate
",0.0,0.0
2416,"that we don't know about?
",0.0,0.0
2417,"Because you never listen
",0.0,0.0
2418,"to what I say.
",0.0,0.0
2419,"I talk about her all the time.
",0.0,0.0
2420,"Denise!
",0.0,0.0
2421,"I'm gonna have an extra room
",0.0,0.1
2422,"over at my place.
",0.0,0.0
2423,"That's true.
",0.35,0.65
2424,"Move in with me. We can stay up
",0.0,0.0
2425,"late talking, and watch movies.
",-0.3,0.6
2426,"You know about
",0.0,0.0
2427,"naked Thursdays, right?
",0.14285714285714285,0.46785714285714286
