,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
12333,"And I just put our names down for fun.
","['put', 'name', 'fun']",3,1,0,0.33
12334,"-I mean, what's the harm in that?
","['mean', 'harm']",2,1,2,-0.5
12335,"-Right here.
",['right'],1,1,0,1.0
12336,"Please don't think I was trying
","['please', 'think', 'trying']",3,1,1,0.0
12337,"to pressure you.
",['pressure'],1,0,0,0.0
12338,"-Phoebe and Rachel thought--
","['phoebe', 'rachel', 'thought']",3,0,0,0.0
12339,"-Phoebe and Rachel?
","['phoebe', 'rachel']",2,0,0,0.0
12340,"So the people that knew
","['people', 'knew']",2,0,0,0.0
12341,"about our wedding before me were you...
",['wedding'],1,0,0,0.0
12342,"...Phoebe, Rachel, Hildy, and some band
","['phoebe', 'rachel', 'hildy', 'band']",4,0,0,0.0
12343,"called, Star Light Magic Seven...
","['called', 'star', 'light', 'magic', 'seven']",5,1,0,0.2
12344,"...who are available, by the way.
","['available', 'way']",2,1,0,0.5
12345,"It was a mistake.
",['mistake'],1,0,1,-1.0
12346,"Please don't take this to mean anything,
","['please', 'take', 'mean', 'anything']",4,2,2,0.0
12347,"because it doesn't.
",[],0,0,0,
12348,"Okay.
",['okay'],1,0,0,0.0
12349,"Really?
",['really'],1,0,0,0.0
12350,"Yes. If it really doesn't mean anything,
","['yes', 'really', 'mean', 'anything']",4,1,1,0.0
12351,"because I'm just not ready.
",['ready'],1,1,0,1.0
12352,"I know.
",['know'],1,0,0,0.0
12353,"I know.
",['know'],1,0,0,0.0
12354,"Okay.
",['okay'],1,0,0,0.0
12355,"All right.
",['right'],1,1,0,1.0
12356,"I'm gonna go tell Joey that you're back.
","['gon', 'na', 'go', 'tell', 'joey', 'back']",6,0,0,0.0
12357,"We were really worried about you.
","['really', 'worried']",2,0,1,-0.5
12358,"Did she buy it?
",['buy'],1,0,0,0.0
12359,"Totally.
",['totally'],1,0,0,0.0
12360,"-So did Hildy show you the place?
","['hildy', 'show', 'place']",3,0,0,0.0
12361,"-Yeah. It's beautiful.
","['yeah', 'beautiful']",2,1,0,0.5
12362,"I can't believe
",['believe'],1,0,0,0.0
12363,"you're gonna ask Monica to marry you.
","['gon', 'na', 'ask', 'monica', 'marry']",5,0,0,0.0
12364,"I know.
",['know'],1,0,0,0.0
12365,"-Hey, Gunther.
","['hey', 'gunther']",2,0,0,0.0
12366,"-Take these cappuccinos to table 1 1 .
","['take', 'cappuccino', 'table']",3,0,0,0.0
12367,"And that guy over there wants
","['guy', 'want']",2,0,0,0.0
12368,"some biscotti.
",['biscotti'],1,0,0,0.0
12369,"Well, I just actually came in
","['well', 'actually', 'came']",3,1,0,0.33
12370,"for a cup of coffee to go.
","['cup', 'coffee', 'go']",3,0,0,0.0
12371,"Do you still work here?
","['still', 'work']",2,1,0,0.5
12372,"No. I quit a long time ago.
","['quit', 'long', 'time', 'ago']",4,0,0,0.0
12373,"Did I forget to tell you that? I'm sorry.
","['forget', 'tell', 'sorry']",3,0,1,-0.33
12374,"-That's cool. I was gonna fire you anyway.
","['cool', 'gon', 'na', 'fire', 'anyway']",5,1,0,0.2
12375,"-Great!
",['great'],1,1,0,1.0
12376,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
","['font', 'color', 'ffff', 'size', 'www', 'tvsubtitles', 'net']",7,0,0,0.0
12377,"Can you help me pick
","['help', 'pick']",2,0,0,0.0
12378,"an engagement ring?
","['engagement', 'ring']",2,0,0,0.0
12379,"I don't know. Should I get her a
","['know', 'get']",2,0,0,0.0
12380,"Tiffany cut, or a princess cut or a--
","['tiffany', 'cut', 'princess', 'cut']",4,0,0,0.0
12381,"Paper cut?!
","['paper', 'cut']",2,1,1,0.0
12382,"-Have you told anyone else?
","['told', 'anyone', 'else']",3,0,0,0.0
12383,"-No, I don't want Monica to find out.
","['want', 'monica', 'find']",3,0,0,0.0
12384,"You told me.
",['told'],1,0,0,0.0
12385,"Because I trust you,
",['trust'],1,1,0,1.0
12386,"and we're friends. . .
",['friend'],1,0,0,0.0
12387,". . .and you saw me looking
","['saw', 'looking']",2,0,0,0.0
12388,"at ring brochures.
","['ring', 'brochure']",2,0,0,0.0
12389,"Once again, not knocking pays off.
","['knocking', 'pay']",2,0,0,0.0
12390,"-I wish you hadn't been on the toilet.
","['wish', 'toilet']",2,0,0,0.0
12391,"-Me too.
",[],0,0,0,
12392,"-Want to go to the coffeehouse?
","['want', 'go', 'coffeehouse']",3,0,0,0.0
12393,"-Oh, all right.
","['oh', 'right']",2,1,0,0.5
12394,"We were just gonna see
","['gon', 'na', 'see']",3,0,0,0.0
12395,"if you wanted to go.
","['wanted', 'go']",2,0,0,0.0
12396,"Well, we don't, because
",['well'],1,1,0,1.0
12397,"we got the other place.
","['got', 'place']",2,0,0,0.0
12398,"How rude.
",['rude'],1,0,1,-1.0
12399,"Sorry. Want a bite?
","['sorry', 'want', 'bite']",3,0,1,-0.33
12400,"The One With The Ring
","['one', 'ring']",2,0,0,0.0
12401,"English Subtitles by
","['english', 'subtitle']",2,0,0,0.0
12402,"Gelula/SDI
","['gelula', 'sdi']",2,0,0,0.0
12403,"So how are things going with Paul?
","['thing', 'going', 'paul']",3,0,0,0.0
12404,"Good.
",['good'],1,1,0,1.0
12405,"Although, you know,
","['although', 'know']",2,0,0,0.0
12406,"he's a private guy.
","['private', 'guy']",2,0,0,0.0
12407,"I wish I could get him to open up.
","['wish', 'could', 'get', 'open']",4,0,0,0.0
12408,"Share some feelings.
","['share', 'feeling']",2,0,0,0.0
12409,"You just have to think of him
",['think'],1,0,0,0.0
12410,"as a jar of pickles that won't open.
","['jar', 'pickle', 'open']",3,0,0,0.0
12411,"I should run him under hot water
","['run', 'hot', 'water']",3,1,0,0.33
12412,"and bang his head against a table?
","['bang', 'head', 'table']",3,0,0,0.0
12413,"That's what you do when you want
",['want'],1,0,0,0.0
12414,"to get the truth out of someone.
","['get', 'truth', 'someone']",3,0,0,0.0
12415,"-Watch this.
",['watch'],1,0,0,0.0
12416,"-Okay.
",['okay'],1,0,0,0.0
12417,"-Hey, Paul.
","['hey', 'paul']",2,0,0,0.0
12418,"-Hi, Phoebe.
","['hi', 'phoebe']",2,0,0,0.0
12419,"How are things going with you?
","['thing', 'going']",2,0,0,0.0
12420,"Can't complain.
",['complain'],1,0,1,-1.0
12421,"-Hey!
",['hey'],1,0,0,0.0
12422,"-Hi.
",['hi'],1,0,0,0.0
12423,"-Great to--
",['great'],1,1,0,1.0
12424,"-Ross, good to see you too.
","['ross', 'good', 'see']",3,1,0,0.33
12425,"You take care.
","['take', 'care']",2,0,0,0.0
12426,"What was the deal with you
",['deal'],1,0,0,0.0
12427,"and Chandler blowing us off before?
","['chandler', 'blowing', 'u']",3,0,0,0.0
12428,"That was so weird, huh?
","['weird', 'huh']",2,0,1,-0.5
12429,"Why did you do it?
",[],0,0,0,
12430,"I didn't do it. It was Chandler.
",['chandler'],1,0,0,0.0
12431,"He's mad at you.
",['mad'],1,0,1,-1.0
12432,"-What? Why?
",[],0,0,0,
12433,"-Oh, please. I think you know why.
","['oh', 'please', 'think', 'know']",4,1,1,0.0
12434,"I can't think of anything.
","['think', 'anything']",2,0,0,0.0
12435,"Come on. You're a paleontologist.
","['come', 'paleontologist']",2,0,0,0.0
12436,"Dig a little deeper.
","['dig', 'little', 'deeper']",3,0,0,0.0
12437,"Is it because Joey and I didn't
",['joey'],1,0,0,0.0
12438,"invite him to that Knicks game?
","['invite', 'knicks', 'game']",3,0,0,0.0
12439,"Is that something
",['something'],1,0,0,0.0
12440,"he'd be mad at you for?
",['mad'],1,0,1,-1.0
12441,"-I guess it could.
","['guess', 'could']",2,0,0,0.0
12442,"-Well, then I think that's it.
","['well', 'think']",2,1,0,0.5
12443,"If he's angry, he shouldn't hide it.
","['angry', 'hide']",2,0,1,-0.5
12444,"I wish he'd just tell me the truth.
","['wish', 'tell', 'truth']",3,0,0,0.0
12445,"You should run him under hot water
","['run', 'hot', 'water']",3,1,0,0.33
12446,"and bang his head against the table.
","['bang', 'head', 'table']",3,0,0,0.0
12447,"Honey, I made a reservation
","['honey', 'made', 'reservation']",3,0,0,0.0
12448,"at China Garden.
","['china', 'garden']",2,0,0,0.0
12449,"Yeah, that's great.
","['yeah', 'great']",2,1,0,0.5
12450,"But first, talk to me.
","['first', 'talk']",2,0,0,0.0
12451,"Talk to me. Tell me about your day.
","['talk', 'tell', 'day']",3,0,0,0.0
12452,"It was fine.
",['fine'],1,1,0,1.0
12453,"Okay.
",['okay'],1,0,0,0.0
12454,"What are you thinking right now?
","['thinking', 'right']",2,1,0,0.5
12455,"That you are looking
",['looking'],1,0,0,0.0
12456,"really fine in that dress.
","['really', 'fine', 'dress']",3,1,0,0.33
12457,"Yeah, that's great, Paul.
","['yeah', 'great', 'paul']",3,1,0,0.33
12458,"But, you know. . . .
",['know'],1,0,0,0.0
12459,"I want to know what--
","['want', 'know']",2,0,0,0.0
12460,"Wow, those are really great!
","['wow', 'really', 'great']",3,2,0,0.67
12461,"I just want to know. . .
","['want', 'know']",2,0,0,0.0
12462,". . .what is behind this strong,
","['behind', 'strong']",2,1,0,0.5
12463,"silent exterior?
","['silent', 'exterior']",2,1,0,0.5
12464,"They say that still waters run deep,
","['say', 'still', 'water', 'run', 'deep']",5,0,0,0.0
12465,"and I want to swim in yours.
","['want', 'swim']",2,0,0,0.0
12466,"Are you talking about having sex?
","['talking', 'sex']",2,0,0,0.0
12467,"No, Paul.
",['paul'],1,0,0,0.0
12468,"I don't know anything about you.
","['know', 'anything']",2,0,0,0.0
12469,"Tell me about your childhood.
","['tell', 'childhood']",2,0,0,0.0
12470,"Normal.
",['normal'],1,0,0,0.0
12471,"Then how about puberty? Come on!
","['puberty', 'come']",2,0,0,0.0
12472,"That's always a painful time.
","['always', 'painful', 'time']",3,0,1,-0.33
12473,"Your pals have a slumber party
","['pal', 'slumber', 'party']",3,0,0,0.0
12474,"and stick your hand in warm water. . .
","['stick', 'hand', 'warm', 'water']",4,1,0,0.25
12475,". . .while you sleep so you pee
","['sleep', 'pee']",2,0,0,0.0
12476,"in your sleeping bag.
","['sleeping', 'bag']",2,0,0,0.0
12477,"No, that never happened to me.
","['never', 'happened']",2,0,0,0.0
12478,"Well, you're lucky you never
","['well', 'lucky', 'never']",3,2,0,0.67
12479,"met that bitch, Sharon Majeski.
","['met', 'bitch', 'sharon', 'majeski']",4,0,1,-0.25
12480,"Anyway. . . .
",['anyway'],1,0,0,0.0
12481,"The rest of your life. Any regrets?
","['rest', 'life', 'regret']",3,0,1,-0.33
12482,"No.
",[],0,0,0,
12483,"I'm not asking for a lot here.
","['asking', 'lot']",2,0,0,0.0
12484,"Just give me something. Anything.
","['give', 'something', 'anything']",3,0,0,0.0
12485,"-Okay.
",['okay'],1,0,0,0.0
12486,"-Okay.
",['okay'],1,0,0,0.0
12487,"When I was 6 years old,
","['year', 'old']",2,0,0,0.0
12488,"I wanted a Big Wheel.
","['wanted', 'big', 'wheel']",3,0,0,0.0
12489,"And instead, my parents
","['instead', 'parent']",2,0,0,0.0
12490,"got me this little. . .
","['got', 'little']",2,0,0,0.0
12491,". . .plastic chicken
","['plastic', 'chicken']",2,0,0,0.0
12492,"that you hop around on.
","['hop', 'around']",2,0,0,0.0
12493,"It was embarrassing.
",['embarrassing'],1,0,1,-1.0
12494,"Kids made fun of me.
","['kid', 'made', 'fun']",3,1,0,0.33
12495,"That was a pretty tough year.
","['pretty', 'tough', 'year']",3,2,0,0.67
12496,"That's great! See?
","['great', 'see']",2,1,0,0.5
12497,"I already feel like I know you
","['already', 'feel', 'like', 'know']",4,1,0,0.25
12498,"a little better.
","['little', 'better']",2,1,0,0.5
12499,"Okay, come on.
","['okay', 'come']",2,0,0,0.0
12500,"Now we can go eat. Let's go!
","['go', 'eat', 'let', 'go']",4,0,0,0.0
12501,"It was horrible.
",['horrible'],1,0,1,-1.0
12502,"They called me ""Chicken Boy. ""
","['called', 'chicken', 'boy']",3,0,0,0.0
12503,"In fifth grade, I got in a fight.
","['fifth', 'grade', 'got', 'fight']",4,0,0,0.0
12504,"Well, not really.
","['well', 'really']",2,1,0,0.5
12505,"Richard Danville bit me on the nose.
","['richard', 'danville', 'bit', 'nose']",4,0,0,0.0
12506,"I still have a little scar right here.
","['still', 'little', 'scar', 'right']",4,1,1,0.0
12507,"You can see it.
",['see'],1,0,0,0.0
12508,"Yeah, yeah. I see the scar.
","['yeah', 'yeah', 'see', 'scar']",4,0,1,-0.25
12509,"I think this is really great that,
","['think', 'really', 'great']",3,1,0,0.33
12510,"you know, you've shared your feelings.
","['know', 'shared', 'feeling']",3,0,0,0.0
12511,"It's really. . . .
",['really'],1,0,0,0.0
12512,"It's beautiful.
",['beautiful'],1,1,0,1.0
12513,"But what do you say we
",['say'],1,0,0,0.0
12514,"go share some food?
","['go', 'share', 'food']",3,0,0,0.0
12515,"No, I couldn't eat now.
",['eat'],1,0,0,0.0
12516,"What are you talking about?
",['talking'],1,0,0,0.0
12517,"You love their Kung Pao chicken!
","['love', 'kung', 'pao', 'chicken']",4,1,0,0.25
12518,"Chicken?
",['chicken'],1,0,0,0.0
12519,"-Chicken Boy!
","['chicken', 'boy']",2,0,0,0.0
12520,"-I'm sorry. I didn't mean to do that.
","['sorry', 'mean']",2,1,2,-0.5
12521,"This is the nine millionth ring store,
","['nine', 'millionth', 'ring', 'store']",4,0,0,0.0
12522,"and I can't find the perfect ring.
","['find', 'perfect', 'ring']",3,1,0,0.33
12523,"Ugly ring, ugly ring, ugly ring. . . .
","['ugly', 'ring', 'ugly', 'ring', 'ugly', 'ring']",6,0,3,-0.5
12524,"It's a beautiful selection.
","['beautiful', 'selection']",2,1,0,0.5
12525,"So maybe you don't get her a ring.
","['maybe', 'get', 'ring']",3,0,0,0.0
12526,"Maybe you do something different.
","['maybe', 'something', 'different']",3,0,0,0.0
12527,"An engagement bracelet.
","['engagement', 'bracelet']",2,0,0,0.0
12528,"Or an engagement tiara!
","['engagement', 'tiara']",2,0,0,0.0
12529,"An engagement Revolutionary War musket!
","['engagement', 'revolutionary', 'war', 'musket']",4,1,0,0.25
12530,"I'm so glad I picked you
","['glad', 'picked']",2,1,0,0.5
12531,"to help me with this.
",['help'],1,0,0,0.0
12532,"Imagine getting down on one knee. . .
","['imagine', 'getting', 'one', 'knee']",4,0,0,0.0
12533,". . .and handing her this gorgeous
","['handing', 'gorgeous']",2,1,0,0.5
12534,"piece of weaponry?
","['piece', 'weaponry']",2,0,0,0.0
12535,"I'm gonna stick with the ring.
","['gon', 'na', 'stick', 'ring']",4,0,0,0.0
12536,"This one's nice. I like it.
","['one', 'nice', 'like']",3,2,0,0.67
12537,"Sir?
",['sir'],1,0,0,0.0
12538,"Kind sir, can I see this one?
","['kind', 'sir', 'see', 'one']",4,0,0,0.0
12539,"This is the reason you brought me.
","['reason', 'brought']",2,0,0,0.0
12540,"I know how to haggle.
","['know', 'haggle']",2,0,1,-0.5
12541,"Let me handle this from here.
","['let', 'handle']",2,0,0,0.0
12542,"Can I help you?
",['help'],1,0,0,0.0
12543,"-I would like to see that ring, please.
","['would', 'like', 'see', 'ring', 'please']",5,2,1,0.2
12544,"-Or not. Whatever.
",['whatever'],1,0,0,0.0
12545,"This ring is from the 1 920s.
",['ring'],1,0,0,0.0
12546,"It's a one and a half carat diamond
","['one', 'half', 'carat', 'diamond']",4,0,0,0.0
12547,"with sapphires.
",['sapphire'],1,0,0,0.0
12548,"Sir, could I ask you to. . .?
","['sir', 'could', 'ask']",3,0,0,0.0
12549,"Could you hold out that ring
","['could', 'hold', 'ring']",3,0,0,0.0
12550,"and ask me to marry you?
","['ask', 'marry']",2,0,0,0.0
12551,"-Okay.
",['okay'],1,0,0,0.0
12552,"-Okay.
",['okay'],1,0,0,0.0
12553,"Will you marry me?
",['marry'],1,0,0,0.0
12554,"Oh, my God, that's it!
","['oh', 'god']",2,0,0,0.0
12555,"That's the ring!
",['ring'],1,0,0,0.0
12556,"-How much is it?
",['much'],1,0,0,0.0
12557,"-I will handle this.
",['handle'],1,0,0,0.0
12558,"How much is it?
",['much'],1,0,0,0.0
12559,"$8600.
",[],0,0,0,
12560,"We will give you $1 0.
",['give'],1,0,0,0.0
12561,"-Are you interested in this ring?
","['interested', 'ring']",2,0,0,0.0
12562,"-Yes.
",['yes'],1,0,0,0.0
12563,"But I can only pay $8000.
",['pay'],1,0,0,0.0
12564,"-Okay. I can let it go for 8.
","['okay', 'let', 'go']",3,0,0,0.0
12565,"-We stand firm at $1 0.
","['stand', 'firm']",2,0,0,0.0
12566,"-How'd you like to pay?
","['like', 'pay']",2,1,0,0.5
12567,"-Credit card.
","['credit', 'card']",2,0,0,0.0
12568,"Oh, no! I lent my
","['oh', 'lent']",2,0,0,0.0
12569,"credit card to Joey.
","['credit', 'card', 'joey']",3,0,0,0.0
12570,"I'll go get it.
","['go', 'get']",2,0,0,0.0
12571,"You guard the ring.
","['guard', 'ring']",2,0,0,0.0
12572,"Listen, I'm sorry about before.
","['listen', 'sorry']",2,0,1,-0.5
12573,"Do you have anything here for $1 0?
",['anything'],1,0,0,0.0
12574,"Yes. I have these two
","['yes', 'two']",2,0,0,0.0
12575,"rather beautiful. . .
","['rather', 'beautiful']",2,1,0,0.5
12576,". . .five-dollar bills.
","['five', 'dollar', 'bill']",3,0,0,0.0
12577,"I'll give you $1 for them.
",['give'],1,0,0,0.0
12578,"Remember how Chandler
","['remember', 'chandler']",2,0,0,0.0
12579,"and Phoebe blew us off yesterday?
","['phoebe', 'blew', 'u', 'yesterday']",4,0,0,0.0
12580,"No.
",[],0,0,0,
12581,"-Remember, you were eating pizza?
","['remember', 'eating', 'pizza']",3,0,0,0.0
12582,"-Yeah.
",['yeah'],1,0,0,0.0
12583,"Chandler's angry at us for not getting
","['chandler', 'angry', 'u', 'getting']",4,0,1,-0.25
12584,"him a ticket to that Knicks game.
","['ticket', 'knicks', 'game']",3,0,0,0.0
12585,"We were supposed to just get him one?
","['supposed', 'get', 'one']",3,0,0,0.0
12586,"That guy's always mooching off of us.
","['guy', 'always', 'mooching', 'u']",4,0,0,0.0
12587,"Anyway, I still think we should
","['anyway', 'still', 'think']",3,0,0,0.0
12588,"try to patch things up.
","['try', 'patch', 'thing']",3,0,0,0.0
12589,"We could get him tickets to another
","['could', 'get', 'ticket', 'another']",4,0,0,0.0
12590,"Knicks game and invite him.
","['knicks', 'game', 'invite']",3,0,0,0.0
12591,"That's a great idea.
","['great', 'idea']",2,1,0,0.5
12592,"And I still have his credit card.
","['still', 'credit', 'card']",3,0,0,0.0
12593,"Here you go.
",['go'],1,0,0,0.0
12594,"Hey, hey. I got this one.
","['hey', 'hey', 'got', 'one']",4,0,0,0.0
12595,"Here you go.
",['go'],1,0,0,0.0
12596,"Sometimes I just don't get Chandler.
","['sometimes', 'get', 'chandler']",3,0,0,0.0
12597,"We do stuff all the time without you,
","['stuff', 'time', 'without']",3,0,0,0.0
12598,"and you don't get all upset.
","['get', 'upset']",2,0,1,-0.5
12599,"-All the time?
",['time'],1,0,0,0.0
12600,"-All the time.
",['time'],1,0,0,0.0
12601,"Oh, my God! Oh, my God!
","['oh', 'god', 'oh', 'god']",4,0,0,0.0
12602,"-Still crying?
","['still', 'cry']",2,0,1,-0.5
12603,"-Like a little girl.
","['like', 'little', 'girl']",3,1,0,0.33
12604,"I know, I know. This is all my fault.
","['know', 'know', 'fault']",3,0,1,-0.33
12605,"I wanted him to open up.
","['wanted', 'open']",2,0,0,0.0
12606,"I didn't know that
",['know'],1,0,0,0.0
12607,"I was gonna unleash. . .
","['gon', 'na', 'unleash']",3,0,1,-0.33
12608,". . .this weepy, clingy,
","['weepy', 'clingy']",2,0,0,0.0
12609,"moist monster!
","['moist', 'monster']",2,0,1,-0.5
12610,"I only know of two sure-fire ways
","['know', 'two', 'sure', 'fire', 'way']",5,0,0,0.0
12611,"to shut a man up.
","['shut', 'man']",2,0,0,0.0
12612,"One of them is sex.
","['one', 'sex']",2,0,0,0.0
12613,"-What's the other?
",[],0,0,0,
12614,"-Don't know. Never had to use it.
","['know', 'never', 'use']",3,1,1,0.0
12615,"I'm just saying, if we're having sex,
","['saying', 'sex']",2,0,0,0.0
12616,"he's not talking.
",['talking'],1,0,0,0.0
12617,"That's right. You're the talker.
","['right', 'talker']",2,1,0,0.5
12618,"Anyway, great idea.
","['anyway', 'great', 'idea']",3,1,0,0.33
12619,"I gotta buy him some more tissues.
","['got', 'ta', 'buy', 'tissue']",4,0,0,0.0
12620,"-We have some here.
",[],0,0,0,
12621,"-No, you don't!
",[],0,0,0,
12622,"Okay. I'd also like
","['okay', 'also', 'like']",3,1,0,0.33
12623,"to try on the tiara.
","['try', 'tiara']",2,0,0,0.0
12624,"Oh, yeah. Okay.
","['oh', 'yeah', 'okay']",3,0,0,0.0
12625,"What do you think? Too much?
","['think', 'much']",2,0,0,0.0
12626,"A tad.
",['tad'],1,0,0,0.0
